,sentence_id,word_len,word
1546,95,2,in
1547,95,4,"her,"
1548,95,5,which
1549,95,4,hurt
1550,95,3,her
1551,95,3,all
1552,95,3,the
1553,95,4,more
1554,103,1,I
1555,103,4,came
1556,103,3,and
1557,103,4,went
1558,103,4,more
1559,103,5,often
1560,103,3,now
1561,103,4,that
1562,103,3,the
1563,103,5,child
1564,103,3,was
1565,103,5,alone
1566,103,8,checking
1567,103,2,on
1568,103,3,her
1569,103,9,wellbeing
1570,103,3,and
1571,103,6,safety
1572,112,9,Neighbors
1573,112,2,of
1574,112,8,"Bernard,"
1575,112,5,after
1576,112,5,being
1577,112,10,questioned
1578,112,2,by
1579,112,2,me
1580,112,5,after
1581,112,3,the
1582,112,4,fact
1583,112,3,say
1584,112,5,there
1585,112,5,arose
1586,112,4,such
1587,112,1,a
1588,112,6,scream
1589,112,4,from
1590,112,9,Bernard’s
1591,112,4,home
1592,112,4,that
1593,112,4,they
1594,112,7,thought
1595,112,2,he
1596,112,3,had
1597,112,5,found
1598,112,1,a
1599,112,3,way
1600,112,4,into
1601,112,4,hell
1602,112,6,itself
1603,115,2,It
1604,115,3,all
1605,115,10,culminated
1606,79,1,a
1607,79,5,visit
1608,79,6,common
1609,80,3,Not
1610,80,2,as
1611,80,6,common
1612,80,2,as
1613,80,3,the
1614,80,5,first
1615,80,4,year
1616,80,2,of
1617,80,10,day-to-day
1618,80,10,"greetings,"
1619,80,3,but
1620,80,3,now
1621,80,1,a
1622,80,4,week
1623,80,2,to
1624,80,4,week
1625,92,3,The
1626,92,4,loss
1627,92,2,of
1628,92,3,two
1629,92,6,family
1630,92,7,members
1631,92,2,in
1632,92,2,as
1633,92,4,many
1634,92,6,"weeks,"
1635,92,4,with
1636,92,1,a
1637,92,5,third
1638,92,6,living
1639,92,6,member
1640,92,4,that
1641,92,3,she
1642,92,3,had
1643,92,4,lost
1644,92,4,long
1645,92,4,"ago,"
1646,92,3,was
1647,92,3,too
1648,92,4,much
1649,92,3,for
1650,92,4,even
1651,92,2,me
1652,93,3,The
1653,93,12,neighborhood
1654,93,3,and
1655,93,6,people
1656,93,4,that
1657,93,4,knew
1658,93,3,her
1659,93,3,say
1660,93,3,she
1661,93,4,held
1662,93,3,out
1663,93,4,hope
1664,93,3,for
1665,93,3,her
1666,93,6,father
1667,93,3,and
1668,93,6,seemed
1669,93,2,to
1670,93,4,love
1671,93,3,him
1672,93,2,as
1673,93,4,much
1674,93,2,as
1675,93,3,her
1676,93,6,mother
1677,93,3,and
1678,93,7,sibling
1679,96,13,Superstitious
1680,96,6,people
1681,96,5,swore
1682,96,3,the
1683,96,5,house
1684,96,3,was
1685,96,4,full
1686,96,2,of
1687,96,6,ghosts
1688,96,3,and
1689,96,5,souls
1690,96,4,that
1691,96,4,were
1692,96,7,wronged
1693,99,2,It
1694,99,3,was
1695,99,4,said
1696,99,4,that
1697,99,3,you
1698,99,5,could
1699,99,6,search
1700,99,3,the
1701,99,7,grounds
1702,99,3,and
1703,99,3,not
1704,99,4,find
1705,99,3,one
1706,99,3,rat
1707,99,2,in
1708,99,1,a
1709,99,4,city
1710,99,5,whose
1711,99,7,streets
1712,99,9,veritably
1713,99,7,crawled
1714,99,4,with
1715,99,4,them
1716,105,2,On
1717,105,3,the
1718,105,3,day
1719,105,5,after
1720,105,3,the
1721,105,5,third
1722,105,4,week
1723,105,3,the
1724,105,6,clouds
1725,105,6,seemed
1726,105,2,to
1727,105,6,gather
1728,105,3,and
1729,105,7,congeal
1730,105,4,into
1731,105,4,huge
1732,105,8,formless
1733,105,6,shapes
1734,105,2,in
1735,105,3,the
1736,105,3,sky
1737,106,4,They
1738,106,6,rolled
1739,106,4,over
1740,106,3,one
1741,87,6,"found,"
1742,87,3,two
1743,87,8,opposing
1744,87,4,each
1745,87,5,other
1746,87,2,on
1747,87,3,her
1748,87,5,"neck,"
1749,87,3,two
1750,87,2,at
1751,87,3,her
1752,87,5,lower
1753,87,5,"back,"
1754,87,3,and
1755,87,3,two
1756,87,4,more
1757,87,5,found
1758,87,4,upon
1759,87,3,the
1760,87,9,forehead;
1761,87,4,they
1762,87,5,could
1763,87,3,not
1764,87,4,find
1765,87,8,symptoms
1766,87,2,of
1767,87,3,the
1768,87,6,plague
1769,90,4,Only
1770,90,5,three
1771,90,6,people
1772,90,8,attended
1773,90,3,her
1774,90,10,"cremation,"
1775,90,3,the
1776,90,8,"coroner,"
1777,90,6,little
1778,90,7,dearest
1779,90,8,"Heather,"
1780,90,3,and
1781,90,7,myself;
1782,90,1,a
1783,90,6,former
1784,90,7,partner
1785,90,3,and
1786,90,1,a
1787,90,5,child
1788,90,4,left
1789,90,7,without
1790,90,2,so
1791,90,4,much
1792,90,2,as
1793,90,1,a
1794,90,8,guardian
1795,97,5,Every
1796,97,5,plant
1797,97,6,around
1798,97,2,it
1799,97,6,seemed
1800,97,2,to
1801,97,6,wither
1802,97,3,and
1803,97,4,"die,"
1804,97,5,every
1805,97,3,bit
1806,97,2,of
1807,97,5,thing
1808,97,6,around
1809,97,2,it
1810,97,6,slowly
1811,97,6,rusted
1812,97,2,or
1813,97,9,blackened
1814,97,5,until
1815,97,2,it
1816,97,3,was
1817,97,7,useless
1818,97,3,and
1819,97,4,ugly
1820,98,6,Strays
1821,98,3,and
1822,98,6,vermin
1823,98,7,avoided
1824,98,2,it
1825,98,2,as
1826,98,2,if
1827,98,4,even
1828,98,4,they
1829,98,5,found
1830,98,9,something
1831,98,8,sinister
1832,98,5,about
1833,98,3,the
1834,98,4,home
1835,108,3,The
1836,108,5,trees
1837,108,5,still
1838,108,6,seemed
1839,108,2,to
1840,108,6,shiver
1841,108,3,and
1842,108,7,whisper
1843,108,2,to
1844,108,4,each
1845,108,5,other
1846,108,7,without
1847,108,3,the
1848,108,6,breath
1849,108,2,of
1850,108,3,the
1851,108,5,world
1852,111,3,But
1853,111,4,upon
1854,111,7,further
1855,111,10,inspection
1856,111,1,I
1857,111,5,found
1858,111,3,the
1859,111,3,day
1860,111,2,to
1861,111,2,be
1862,111,4,dark
1863,111,3,and
1864,111,6,dreary
1865,111,4,with
1866,111,2,no
1867,111,4,wind
1868,111,2,or
1869,111,4,rain
1870,120,4,Like
1871,120,1,a
1872,120,9,conductor
1873,120,9,releasing
1874,120,3,the
1875,100,2,or
1876,100,6,animal
1877,100,2,of
1878,100,3,any
1879,100,4,size
1880,100,4,upon
1881,100,3,any
1882,100,2,of
1883,100,2,my
1884,100,6,visits
1885,117,3,The
1886,117,5,local
1887,117,12,constabulary
1888,117,7,arrived
1889,117,4,when
1890,117,1,I
1891,117,3,did
1892,117,2,in
1893,117,3,the
1894,117,8,shadowed
1895,117,5,stoop
1896,117,2,of
1897,117,3,the
1898,117,4,home
1899,118,2,As
1900,118,2,we
1901,118,7,knocked
1902,118,4,upon
1903,118,3,the
1904,118,4,door
1905,118,3,the
1906,118,5,birds
1907,118,9,screaming
1908,118,4,rose
1909,118,2,as
1910,118,3,did
1911,118,3,the
1912,118,7,screams
1913,118,4,from
1914,118,6,inside
1915,118,3,the
1916,118,4,home
1917,118,5,until
1918,118,2,we
1919,118,4,were
1920,118,3,all
1921,118,8,covering
1922,118,3,our
1923,118,4,ears
1924,121,2,In
1925,121,1,a
1926,121,5,cloud
1927,121,2,of
1928,121,5,wings
1929,121,3,and
1930,121,8,feathers
1931,121,3,the
1932,121,13,Whippoorwills
1933,121,4,took
1934,121,2,to
1935,121,3,the
1936,121,7,roiling
1937,121,3,sky
1938,121,7,quickly
1939,121,12,disappearing
1940,121,4,from
1941,121,5,sight
1942,125,3,The
1943,125,4,room
1944,125,3,had
1945,125,4,been
1946,125,8,"cleared,"
1947,125,3,the
1948,125,7,pitiful
1949,125,9,furniture
1950,125,4,cast
1951,125,7,against
1952,125,3,the
1953,125,6,"walls,"
1954,125,2,so
1955,125,3,all
1956,125,4,that
1957,125,8,remained
1958,125,3,was
1959,125,7,Heather
1960,125,2,in
1961,125,3,her
1962,125,6,finest
1963,125,5,dress
1964,125,2,of
1965,125,5,white
1966,125,3,and
1967,125,4,pink
1968,125,7,flowers
1969,128,6,Around
1970,128,3,her
1971,128,11,interrupted
1972,128,2,by
1973,128,4,only
1974,128,3,the
1975,128,3,two
1976,128,7,candles
1977,128,3,was
1978,128,1,a
1979,128,6,grainy
1980,128,5,white
1981,128,9,substance
1982,128,1,-
1983,128,5,later
1984,128,10,identified
1985,128,2,as
1986,128,4,salt
1987,128,1,-
1988,128,4,that
1989,128,6,formed
1990,128,1,a
1991,128,5,rough
1992,128,6,circle
1993,137,2,We
1994,137,3,can
1995,137,4,only
1996,137,5,guess
1997,137,2,at
1998,137,4,what
1999,137,3,was
2000,137,6,inside
2001,137,2,my
2002,137,6,former
2003,137,8,"partner,"
2004,137,7,Bernard
2005,137,7,Abraham
2006,137,7,"Post’s,"
2007,137,5,study
2008,138,1,I
2009,104,5,three
2010,104,5,weeks
2011,104,3,all
2012,104,3,was
2013,104,6,silent
2014,107,2,In
2015,107,3,one
2016,107,3,day
2017,107,3,the
2018,107,11,temperature
2019,107,7,dropped
2020,107,3,ten
2021,107,7,degrees
2022,107,3,and
2023,107,3,the
2024,107,4,wind
2025,107,4,died
2026,107,2,as
2027,107,2,if
2028,107,1,a
2029,107,4,door
2030,107,3,had
2031,107,4,been
2032,107,4,shut
2033,106,7,another
2034,106,4,much
2035,106,4,like
2036,106,3,ink
2037,106,7,dropped
2038,106,4,into
2039,106,5,water
2040,109,3,For
2041,109,3,two
2042,109,7,minutes
2043,109,5,after
2044,109,3,the
2045,109,5,bells
2046,109,6,struck
2047,109,4,noon
2048,109,3,the
2049,109,6,ground
2050,109,5,shook
2051,109,3,and
2052,109,3,the
2053,109,5,birds
2054,109,9,screeched
2055,110,1,I
2056,110,4,felt
2057,110,2,it
2058,110,3,all
2059,110,3,the
2060,110,3,way
2061,110,2,to
2062,110,2,my
2063,110,5,small
2064,110,6,estate
2065,110,2,on
2066,110,3,the
2067,110,4,edge
2068,110,2,of
2069,110,3,the
2070,110,4,city
2071,110,8,thinking
2072,110,2,it
2073,110,3,was
2074,110,1,a
2075,110,6,mighty
2076,110,4,gale
2077,110,7,outside
2078,113,7,Screams
2079,113,3,not
2080,113,2,of
2081,113,1,a
2082,113,4,girl
2083,113,2,as
2084,113,3,one
2085,113,5,would
2086,113,6,expect
2087,113,4,from
2088,113,4,only
2089,113,6,little
2090,113,7,Heather
2091,113,6,living
2092,113,8,therein;
2093,113,3,but
2094,113,7,screams
2095,113,2,of
2096,113,1,a
2097,113,5,grown
2098,113,3,man
2099,114,7,Shrieks
2100,114,2,of
2101,114,4,pain
2102,114,3,and
2103,114,7,torment
2104,114,4,were
2105,114,8,followed
2106,114,2,by
2107,114,2,an
2108,114,14,unintelligible
2109,114,6,string
2110,114,2,of
2111,114,5,words
2112,116,13,Whippoorwills
2113,116,7,covered
2114,116,5,every
2115,116,4,inch
2116,116,2,of
2117,116,3,the
2118,116,4,yard
2119,116,4,when
2120,116,1,I
2121,116,8,"arrived,"
2122,116,5,their
2123,116,5,cries
2124,116,2,an
2125,116,6,absurd
2126,116,7,mockery
2127,116,2,of
2128,116,3,the
2129,116,5,agony
2130,116,6,within
2131,119,1,A
2132,119,3,few
2133,119,4,were
2134,119,2,on
2135,119,5,their
2136,119,5,knees
2137,119,7,praying
2138,119,2,to
2139,119,5,their
2140,119,4,"God,"
2141,119,2,or
2142,119,4,just
2143,119,9,clutching
2144,119,5,their
2145,119,4,head
2146,119,2,in
2147,119,4,pain
2148,124,6,Inside
2149,124,2,we
2150,124,5,found
2151,124,7,Heather
2152,124,8,kneeling
2153,124,2,in
2154,124,3,the
2155,124,6,middle
2156,124,2,of
2157,124,3,the
2158,124,5,small
2159,124,4,room
2160,124,4,that
2161,124,6,served
2162,124,2,as
2163,124,6,"entry,"
2164,124,6,living
2165,124,4,room
2166,124,3,and
2167,115,2,in
2168,115,1,a
2169,115,5,flash
2170,115,3,and
2171,115,5,shock
2172,115,4,that
2173,115,5,shook
2174,115,3,the
2175,115,5,small
2176,115,4,home
2177,115,3,and
2178,115,6,caused
2179,115,5,every
2180,115,3,dog
2181,115,6,within
2182,115,3,the
2183,115,4,city
2184,115,2,to
2185,115,5,utter
2186,115,1,a
2187,115,3,low
2188,115,4,long
2189,115,4,howl
2190,115,2,of
2191,115,7,sadness
2192,31,0,
2193,123,3,The
2194,123,4,door
2195,123,2,we
2196,123,5,found
2197,123,6,locked
2198,123,3,but
2199,123,3,was
2200,123,4,soon
2201,123,6,kicked
2202,123,2,in
2203,123,2,by
2204,123,1,a
2205,123,6,rather
2206,123,5,burly
2207,123,9,constable
2208,129,4,What
2209,129,2,we
2210,129,4,were
2211,129,2,to
2212,129,4,hear
2213,129,4,from
2214,129,3,her
2215,129,3,and
2216,129,4,find
2217,129,4,here
2218,129,3,was
2219,129,6,simply
2220,129,8,baffling
2221,132,2,He
2222,132,3,had
2223,132,4,then
2224,132,11,blindfolded
2225,132,3,her
2226,132,3,and
2227,132,4,left
2228,135,4,Most
2229,135,4,were
2230,135,5,quick
2231,135,2,to
2232,135,7,explain
2233,135,2,it
2234,135,3,all
2235,135,4,away
2236,135,2,as
2237,135,9,repressed
2238,135,8,memories
2239,135,3,and
2240,135,13,psychological
2241,135,6,trauma
2242,135,2,in
2243,135,6,highly
2244,135,8,elevated
2245,135,6,mental
2246,135,8,distress
2247,142,3,Yet
2248,142,5,there
2249,142,3,was
2250,142,2,no
2251,142,5,smoke
2252,142,2,or
2253,142,4,heat
2254,142,4,upon
2255,142,8,entering
2256,142,3,the
2257,142,5,"room,"
2258,142,2,as
2259,142,2,if
2260,142,3,the
2261,142,4,fire
2262,142,3,had
2263,142,8,happened
2264,142,4,ages
2265,142,3,ago
2266,142,3,and
2267,142,3,now
2268,142,3,all
2269,142,4,that
2270,142,3,was
2271,142,4,left
2272,142,3,was
2273,142,1,a
2274,142,7,century
2275,142,2,of
2276,142,5,ashes
2277,142,3,and
2278,142,4,dust
2279,143,3,The
2280,143,6,damage
2281,143,2,to
2282,143,3,the
2283,143,5,floor
2284,143,7,stopped
2285,143,8,abruptly
2286,143,2,at
2287,143,3,the
2288,143,5,inner
2289,143,9,doorframe
2290,143,2,as
2291,143,2,if
2292,143,1,a
2293,143,4,line
2294,143,3,had
2295,143,4,been
2296,143,4,draw
2297,153,2,In
2298,153,3,the
2299,153,3,few
2300,153,5,years
2301,120,4,cord
2302,120,2,on
2303,120,1,a
2304,120,5,steam
2305,120,5,"horn,"
2306,120,3,all
2307,120,2,at
2308,120,4,once
2309,120,3,the
2310,120,5,sound
2311,120,7,stopped
2312,120,2,so
2313,120,8,suddenly
2314,120,1,I
2315,120,3,had
2316,120,4,been
2317,120,11,momentarily
2318,120,5,taken
2319,120,3,off
2320,120,7,balance
2321,120,3,and
2322,120,6,needed
2323,120,2,to
2324,120,5,catch
2325,120,6,myself
2326,120,4,from
2327,120,7,falling
2328,126,5,About
2329,126,3,her
2330,126,4,head
2331,126,3,was
2332,126,4,tied
2333,126,1,a
2334,126,7,stained
2335,126,4,dark
2336,126,4,grey
2337,126,13,"handkerchief,"
2338,126,3,and
2339,126,2,in
2340,126,3,her
2341,126,4,ears
2342,126,4,wads
2343,126,2,of
2344,126,6,cotton
2345,127,2,To
2346,127,3,her
2347,127,9,immediate
2348,127,5,right
2349,127,3,and
2350,127,4,left
2351,127,4,were
2352,127,3,two
2353,127,9,guttering
2354,127,4,lard
2355,127,7,candles
2356,127,5,whose
2357,127,7,pungent
2358,127,4,odor
2359,127,3,was
2360,127,8,mingling
2361,127,4,with
2362,127,1,a
2363,127,7,strange
2364,127,5,stink
2365,127,2,in
2366,127,3,the
2367,127,3,air
2368,130,9,Heather’s
2369,130,7,account
2370,130,6,stated
2371,130,4,that
2372,130,3,her
2373,130,6,father
2374,130,3,had
2375,130,3,lit
2376,130,3,the
2377,130,7,candles
2378,130,3,and
2379,130,6,poured
2380,130,3,the
2381,130,4,salt
2382,130,6,before
2383,130,7,setting
2384,130,3,her
2385,130,6,inside
2386,130,3,the
2387,130,6,circle
2388,130,3,and
2389,130,7,telling
2390,130,3,her
2391,130,3,not
2392,130,2,to
2393,130,4,move
2394,136,2,It
2395,136,3,was
2396,136,3,the
2397,136,4,time
2398,136,2,of
2399,136,10,technology
2400,136,3,and
2401,136,3,the
2402,136,14,constabulary’s
2403,136,3,new
2404,136,8,fondness
2405,136,3,for
2406,136,13,documentation
2407,136,7,brought
2408,136,5,about
2409,136,1,a
2410,136,3,man
2411,136,4,with
2412,136,1,a
2413,136,6,camera
2414,136,2,to
2415,136,6,record
2416,136,3,all
2417,136,2,of
2418,136,4,what
2419,136,4,they
2420,136,3,saw
2421,139,7,Looking
2422,139,4,upon
2423,139,2,it
2424,139,4,that
2425,139,3,day
2426,139,3,was
2427,139,2,as
2428,139,2,if
2429,139,2,it
2430,139,4,were
2431,139,1,a
2432,139,9,different
2433,139,5,scene
2434,139,10,altogether
2435,124,7,kitchen
2436,133,7,Moments
2437,133,6,"later,"
2438,133,2,to
2439,133,4,"her,"
2440,133,3,the
2441,133,6,police
2442,133,4,then
2443,133,5,broke
2444,133,4,down
2445,133,3,the
2446,133,4,door
2447,134,4,Most
2448,134,7,curious
2449,134,2,to
2450,134,2,us
2451,134,3,all
2452,134,3,was
2453,134,3,the
2454,134,4,fact
2455,134,4,that
2456,134,3,she
2457,134,3,had
2458,134,3,not
2459,134,5,heard
2460,134,3,our
2461,134,6,"calls,"
2462,134,3,the
2463,134,6,"birds,"
2464,134,2,or
2465,134,4,most
2466,134,8,"amazing,"
2467,134,3,her
2468,134,7,fathers
2469,134,7,screams
2470,134,2,of
2471,134,5,agony
2472,146,5,There
2473,146,3,was
2474,146,1,a
2475,146,6,single
2476,146,5,"note,"
2477,146,6,pinned
2478,146,2,to
2479,146,9,Heather’s
2480,146,5,dress
2481,147,2,It
2482,147,4,said
2483,147,6,simply
2484,147,4,that
2485,147,3,his
2486,147,8,daughter
2487,147,7,Heather
2488,147,4,Rose
2489,147,4,Post
2490,147,3,was
2491,147,2,to
2492,147,2,be
2493,147,5,given
2494,147,7,control
2495,147,4,over
2496,147,3,all
2497,147,3,his
2498,147,9,remaining
2499,147,6,assets
2500,147,3,and
2501,147,4,then
2502,147,3,she
2503,147,3,was
2504,147,2,to
2505,147,6,become
2506,147,3,the
2507,147,4,ward
2508,147,2,of
2509,147,3,his
2510,147,6,former
2511,147,8,"partner,"
2512,147,2,me
2513,156,2,It
2514,156,6,seemed
2515,156,2,an
2516,156,4,easy
2517,156,4,life
2518,156,2,to
2519,156,6,adjust
2520,156,4,"too,"
2521,156,3,and
2522,156,7,Heather
2523,156,10,brightened
2524,156,12,considerably
2525,163,3,Her
2526,163,5,smile
2527,163,3,and
2528,163,9,happiness
2529,163,10,flourished
2530,163,2,in
2531,163,3,the
2532,163,4,days
2533,163,6,passed
2534,164,3,The
2535,164,4,best
2536,164,6,tutors
2537,164,5,money
2538,164,5,could
2539,164,3,buy
2540,164,6,fueled
2541,164,3,her
2542,164,10,cleverness
2543,164,3,and
2544,164,12,intelligence
2545,181,1,A
2546,181,8,knocking
2547,181,2,on
2548,181,2,my
2549,181,8,memories
2550,181,4,door
2551,181,3,had
2552,181,3,set
2553,181,1,a
2554,181,5,brief
2555,181,5,frown
2556,181,2,on
2557,181,2,my
2558,181,4,face
2559,181,2,as
2560,181,1,I
2561,181,6,fished
2562,181,3,for
2563,181,3,the
2564,181,4,date
2565,181,6,within
2566,181,2,my
2567,181,4,mind
2568,182,5,There
2569,131,2,He
2570,131,3,had
2571,131,8,stressed
2572,131,2,to
2573,131,4,"her,"
2574,131,2,in
2575,131,4,what
2576,131,3,she
2577,131,6,called
2578,131,1,a
2579,131,10,“wild-eyed
2580,131,7,"panic”,"
2581,131,4,that
2582,131,3,she
2583,131,3,was
2584,131,3,not
2585,131,2,to
2586,131,4,move
2587,131,4,from
2588,131,4,that
2589,131,4,spot
2590,131,2,no
2591,131,6,matter
2592,131,4,what
2593,131,3,she
2594,131,5,heard
2595,140,3,The
2596,140,4,room
2597,140,6,looked
2598,140,2,as
2599,140,2,if
2600,140,2,it
2601,140,3,had
2602,140,4,been
2603,140,4,shut
2604,140,6,inside
2605,140,1,a
2606,140,5,blast
2607,140,7,furnace
2608,154,1,I
2609,154,3,had
2610,154,4,only
2611,154,3,two
2612,154,6,people
2613,154,2,in
2614,154,2,my
2615,154,4,life
2616,154,4,when
2617,154,7,Heather
2618,154,8,"entered,"
2619,154,1,a
2620,154,4,maid
2621,154,4,whom
2622,154,3,was
2623,154,14,"indispensable,"
2624,154,3,and
2625,154,2,my
2626,154,3,own
2627,154,6,mother
2628,154,4,whom
2629,154,3,was
2630,154,4,long
2631,154,3,ago
2632,154,4,deaf
2633,154,3,and
2634,154,5,blind
2635,31,0,
2636,157,4,With
2637,157,3,the
2638,157,8,enormous
2639,157,6,amount
2640,157,2,of
2641,157,7,support
2642,157,3,and
2643,157,4,care
2644,157,4,that
2645,157,1,I
2646,157,6,showed
2647,157,3,her
2648,157,3,she
2649,157,3,was
2650,157,4,soon
2651,157,5,right
2652,157,2,as
2653,157,6,spring
2654,157,4,rain
2655,160,2,In
2656,160,2,my
2657,160,10,depression
2658,160,1,I
2659,160,3,had
2660,160,7,married
2661,160,2,my
2662,160,4,work
2663,160,4,upon
2664,160,5,their
2665,160,7,passing
2666,166,2,It
2667,166,3,was
2668,166,3,not
2669,166,1,a
2670,166,6,matter
2671,166,2,of
2672,166,7,reading
2673,166,1,a
2674,166,4,book
2675,166,1,a
2676,166,3,few
2677,166,5,times
2678,166,2,to
2679,166,2,do
2680,166,5,apply
2681,166,3,the
2682,166,8,garnered
2683,166,11,information
2684,166,2,to
2685,166,8,research
2686,169,3,She
2687,169,3,did
2688,169,8,"however,"
2689,169,2,to
2690,169,4,most
2691,169,7,peoples
2692,169,7,instant
2693,169,16,"dissatisfaction,"
2694,169,3,vow
2695,169,2,to
2696,169,6,follow
2697,169,2,in
2698,169,3,her
2699,169,8,father’s
2700,169,9,footsteps
2701,184,3,The
2702,184,5,large
2703,138,8,remember
2704,138,9,cyclopean
2705,138,5,piles
2706,138,2,of
2707,138,5,paper
2708,138,3,and
2709,138,10,gargantuan
2710,138,5,tomes
2711,138,2,of
2712,138,7,surreal
2713,138,9,thickness
2714,141,7,Nothing
2715,141,8,remained
2716,141,3,but
2717,141,3,the
2718,141,5,chard
2719,141,4,hard
2720,141,3,and
2721,141,7,blacked
2722,141,5,walls
2723,141,3,and
2724,141,5,ankle
2725,141,4,deep
2726,141,5,ashes
2727,141,2,on
2728,141,3,the
2729,141,5,floor
2730,141,6,itself
2731,144,1,I
2732,144,5,stood
2733,144,7,looking
2734,144,4,into
2735,144,3,the
2736,144,4,room
2737,144,11,remembering
2738,144,7,Bernard
2739,144,4,tell
2740,144,2,me
2741,144,2,in
2742,144,3,one
2743,144,2,of
2744,144,3,his
2745,144,4,more
2746,144,5,lucid
2747,144,6,states
2748,144,4,that
2749,144,2,he
2750,144,3,had
2751,144,5,found
2752,144,1,a
2753,144,5,book;
2754,144,1,a
2755,144,8,powerful
2756,144,4,book
2757,144,2,of
2758,144,4,"old,"
2759,144,4,long
2760,144,5,since
2761,144,9,forgotten
2762,144,2,by
2763,144,3,man
2764,149,1,A
2765,149,7,lengthy
2766,149,13,investigation
2767,149,8,followed
2768,149,4,that
2769,149,6,turned
2770,149,2,up
2771,149,6,little
2772,149,2,to
2773,149,7,nothing
2774,149,3,but
2775,149,9,questions
2776,152,1,I
2777,152,3,was
2778,152,10,moderately
2779,152,7,wealthy
2780,152,3,not
2781,152,2,of
2782,152,5,least
2783,152,4,from
2784,152,2,my
2785,152,11,inheritance
2786,152,3,but
2787,152,4,also
2788,152,4,from
2789,152,2,my
2790,152,3,own
2791,152,8,research
2792,152,3,and
2793,152,11,machination
2794,158,1,I
2795,158,3,had
2796,158,2,no
2797,158,8,daughter
2798,158,2,of
2799,158,2,my
2800,158,3,own
2801,158,3,but
2802,158,11,desperately
2803,158,6,wanted
2804,158,1,a
2805,158,5,child
2806,159,2,My
2807,159,3,own
2808,159,4,wife
2809,159,3,had
2810,159,4,died
2811,159,4,long
2812,159,3,ago
2813,159,2,in
2814,159,11,"childbirth,"
2815,159,5,which
2816,159,1,I
2817,159,3,saw
2818,159,2,as
2819,159,1,a
2820,159,4,sign
2821,159,4,that
2822,159,1,I
2823,159,3,was
2824,159,3,not
2825,159,8,supposed
2826,159,2,to
2827,159,6,father
2828,159,7,progeny
2829,162,2,It
2830,162,3,was
2831,162,3,the
2832,162,5,least
2833,162,3,she
2834,162,8,deserved
2835,165,1,I
2836,145,9,Convinced
2837,145,3,his
2838,145,6,search
2839,145,3,for
2840,145,3,the
2841,145,12,ever-elusive
2842,145,4,soul
2843,145,3,was
2844,145,7,growing
2845,145,6,nearer
2846,145,2,he
2847,145,3,had
2848,145,6,talked
2849,145,5,about
2850,145,3,the
2851,145,4,book
2852,145,2,in
2853,145,6,hushed
2854,145,8,whispers
2855,148,2,No
2856,148,9,scrawling
2857,148,2,of
2858,148,1,a
2859,148,7,"madman,"
2860,148,2,no
2861,148,7,"letter,"
2862,148,4,just
2863,148,5,those
2864,148,3,two
2865,148,5,lines
2866,148,3,and
2867,148,3,his
2868,148,9,signature
2869,150,4,Torn
2870,150,4,down
2871,150,3,and
2872,150,6,ground
2873,150,4,into
2874,150,3,the
2875,150,4,dirt
2876,150,3,the
2877,150,4,home
2878,150,3,was
2879,150,7,treated
2880,150,4,like
2881,150,1,a
2882,150,6,cancer
2883,150,3,and
2884,150,3,the
2885,150,3,lot
2886,150,3,cut
2887,150,4,from
2888,150,3,the
2889,150,6,street
2890,150,4,down
2891,150,2,to
2892,150,3,the
2893,150,7,bedrock
2894,150,1,a
2895,150,4,week
2896,150,5,later
2897,151,7,Heather
2898,151,3,was
2899,151,8,remanded
2900,151,2,to
2901,151,2,my
2902,151,4,care
2903,151,5,where
2904,151,8,everyone
2905,151,4,said
2906,151,3,she
2907,151,5,would
2908,151,2,be
2909,151,6,better
2910,151,3,off
2911,161,4,With
2912,161,8,"Heather,"
2913,161,1,I
2914,161,5,found
2915,161,1,a
2916,161,3,new
2917,161,9,"daughter,"
2918,161,3,one
2919,161,2,to
2920,161,5,spoil
2921,161,6,rotten
2922,170,6,Coming
2923,170,4,from
2924,170,1,a
2925,170,6,petite
2926,170,6,female
2927,170,5,child
2928,170,4,this
2929,170,4,bold
2930,170,9,statement
2931,170,3,was
2932,170,7,laughed
2933,170,3,"at,"
2934,170,7,nothing
2935,170,3,but
2936,170,1,a
2937,170,8,fanciful
2938,170,10,suggestion
2939,170,3,was
2940,170,7,labeled
2941,170,2,to
2942,170,3,the
2943,170,6,notion
2944,174,4,Some
2945,174,3,say
2946,174,3,the
2947,174,6,tragic
2948,174,8,incident
2949,174,6,caused
2950,174,1,a
2951,174,4,part
2952,174,2,of
2953,174,3,her
2954,174,6,father
2955,174,2,to
2956,174,6,become
2957,174,6,lodged
2958,174,2,in
2959,174,3,the
2960,174,4,mind
2961,174,2,of
2962,174,3,his
2963,174,5,child
2964,179,3,The
2965,179,4,lean
2966,179,3,man
2967,179,4,that
2968,179,9,delivered
2969,179,2,it
2970,153,4,that
2971,153,3,had
2972,153,7,spanned
2973,153,9,Bernard’s
2974,153,8,downfall
2975,153,1,I
2976,153,3,had
2977,153,8,acquired
2978,153,5,three
2979,153,8,merchant
2980,153,5,ships
2981,153,3,and
2982,153,9,outfitted
2983,153,4,them
2984,153,2,as
2985,153,8,research
2986,153,7,vessels
2987,153,4,that
2988,153,1,I
2989,153,5,often
2990,153,8,employed
2991,167,2,If
2992,167,3,she
2993,167,4,read
2994,167,1,a
2995,167,4,book
2996,167,2,it
